tf,ub,lb,fast,aa,bb,cc,dd,ee,ff,gg,hh,multiplier,net_profit,drawdown,score
780,2.4000000000000004,1.4,80,4,2,3,5,8,10,12,15,60,0,0,0.3473717809255767
610,0.3,1.5000000000000002,60,3,2,3,5,8,10,12,15,60,0,0,0.3472411621772095
550,0.4,2.9000000000000004,40,2,2,3,4,8,10,12,15,60,0,0,0.346910563527138
750,2.3000000000000003,1.5000000000000002,20,4,2,3,4,6,10,12,15,60,0,0,0.3467745719135277
860,1.7000000000000002,2.7,60,5,2,3,4,5,10,12,15,60,0,0,0.3467162366623652
770,1.2000000000000002,0.5,60,5,2,3,5,8,10,12,15,60,0,0,0.3464931899921417
820,2.6,0.5,50,2,2,3,4,6,10,12,15,60,0,0,0.3464291625983775
560,2.2,1.6,70,4,2,3,4,8,10,12,15,60,0,0,0.3462712723516825
490,1.1,2.4000000000000004,40,4,2,3,4,8,10,12,15,60,0,0,0.3462277150527106
900,1.3000000000000005,2.2,20,3,2,3,5,7,10,12,15,60,0,0,0.345924580653681
650,2.4000000000000004,2.3000000000000003,20,3,2,3,4,6,10,12,15,60,0,0,0.3457552465886614
630,0.1,1.5000000000000002,70,5,2,3,4,8,10,12,15,60,0,0,0.3456596325395091
720,0.8,0.5,50,3,2,3,4,6,10,12,15,60,0,0,0.3453853124114917
560,2.6,0.7000000000000001,20,3,2,3,5,7,10,12,15,60,0,0,0.3443825304680868
920,2.2,2.7,20,4,2,3,4,6,10,12,15,60,0,0,0.3442185024587049
660,2.0,0.1,90,3,2,3,4,7,10,12,15,60,0,0,0.3438155717019676
830,2.7,1.8000000000000005,60,2,2,3,5,7,10,12,15,60,0,0,0.3435187668355444
830,1.9,2.7,10,4,2,3,4,6,10,12,15,60,0,0,0.3431776567863512
750,0.3,1.6,90,3,2,3,5,6,10,12,15,60,0,0,0.3430041505395862
840,0.5,1.5000000000000002,90,5,2,3,4,8,10,12,15,60,0,0,0.3426341051660753
670,2.3000000000000003,0.4,50,3,2,3,4,6,10,12,15,60,0,0,0.3421986519968021
630,1.6,2.6,30,3,2,3,4,6,10,12,15,60,0,0,0.3419285398766904
820,1.7000000000000002,1.9,10,2,2,3,4,6,10,12,15,60,0,0,0.3419245482142065
450,1.7000000000000002,2.5000000000000004,40,5,2,3,4,5,10,12,15,60,0,0,0.3418987899531063
790,0.6,1.7000000000000002,50,5,2,3,5,8,10,12,15,60,0,0,0.3412751178893344
910,1.1,1.1,40,5,2,3,4,8,10,12,15,60,0,0,0.3412227434087242
730,1.8000000000000005,1.9,50,4,2,3,5,7,10,12,15,60,0,0,0.3410870137687484
630,2.5000000000000004,2.0,50,5,2,3,5,6,10,12,15,60,0,0,0.3409073310356808
510,0.1,2.2,20,2,2,3,4,8,10,12,15,60,0,0,0.3408279360061804
420,2.0,1.5000000000000002,70,5,2,3,4,7,10,12,15,60,0,0,0.3408085871937677
490,1.4,1.4,40,3,2,3,4,6,10,12,15,60,0,0,0.3407908163498732
190,0.5,1.4,10,5,2,3,4,7,10,12,15,60,0,0,0.3407641035421223
930,1.2000000000000002,1.2000000000000002,40,5,2,3,5,8,10,12,15,60,0,0,0.3407376479475365
720,2.0,1.0,50,5,2,3,5,8,10,12,15,60,0,0,0.3405389806975067
970,2.5000000000000004,2.5000000000000004,50,4,2,3,4,8,10,12,15,60,0,0,0.3404300764314092
730,1.8000000000000005,2.1,90,2,2,3,4,8,10,12,15,60,0,0,0.340274674820835
690,0.6,1.7000000000000002,20,2,2,3,4,5,10,12,15,60,0,0,0.34010573226861
880,2.6,1.7000000000000002,80,3,2,3,5,8,10,12,15,60,0,0,0.3398853379334132
520,1.6,1.4,50,3,2,3,4,6,10,12,15,60,0,0,0.3394482276857101
740,0.5,0.9,40,3,2,3,4,6,10,12,15,60,0,0,0.3394365016033608
610,1.0,0.8,40,2,2,3,4,6,10,12,15,60,0,0,0.3390791884173644
410,2.9000000000000004,1.7000000000000002,60,5,2,3,4,7,10,12,15,60,0,0,0.339009265871449
230,2.4000000000000004,1.5000000000000002,80,5,2,3,5,8,10,12,15,60,0,0,0.3387612019395856
840,2.5000000000000004,1.2000000000000002,20,3,2,3,4,6,10,12,15,60,0,0,0.3386797866544608
580,2.3000000000000003,1.8000000000000005,50,4,2,3,4,8,10,12,15,60,0,0,0.3385364483536018
800,0.2,0.1,90,2,2,3,5,6,10,12,15,60,0,0,0.3384943031359836
460,0.5,0.2,90,5,2,3,4,6,10,12,15,60,0,0,0.3378024382060302
710,2.5000000000000004,1.2000000000000002,90,4,2,3,5,8,10,12,15,60,0,0,0.3376119633848357
510,0.8,0.2,90,4,2,3,5,6,10,12,15,60,0,0,0.3374875046050378
910,2.1,2.3000000000000003,40,5,2,3,4,6,10,12,15,60,0,0,0.3370300732291346
750,1.9,2.5000000000000004,50,4,2,3,5,7,10,12,15,60,0,0,0.3369509975450774
520,1.5000000000000002,1.8000000000000005,30,4,2,3,4,8,10,12,15,60,0,0,0.3365417791259567
580,2.0,2.4000000000000004,50,2,2,3,4,8,10,12,15,60,0,0,0.3362015165480665
490,0.9,2.2,60,5,2,3,4,8,10,12,15,60,0,0,0.336132867650572
660,1.1,2.2,80,5,2,3,5,7,10,12,15,60,0,0,0.336026332470707
740,0.6,1.0,40,3,2,3,4,6,10,12,15,60,0,0,0.3355967995741216
670,2.7,2.3000000000000003,60,5,2,3,5,8,10,12,15,60,0,0,0.3351309949283078
770,2.1,1.3000000000000005,80,4,2,3,5,8,10,12,15,60,0,0,0.3349302527261583
470,1.9,2.2,70,5,2,3,4,7,10,12,15,60,0,0,0.3349282475436207
890,0.9,1.7000000000000002,80,5,2,3,5,7,10,12,15,60,0,0,0.3349216012419272
560,0.7000000000000001,2.6,90,4,2,3,4,7,10,12,15,60,0,0,0.3348169617766419
790,2.3000000000000003,1.6,40,5,2,3,4,8,10,12,15,60,0,0,0.3347935091241824
840,2.0,2.7,60,5,2,3,4,5,10,12,15,60,0,0,0.3343212879977563
620,0.6,2.6,70,3,2,3,5,6,10,12,15,60,0,0,0.3342103667041575
770,1.8000000000000005,2.0,50,4,2,3,5,7,10,12,15,60,0,0,0.3332158852324215
570,1.0,2.2,60,5,2,3,4,8,10,12,15,60,0,0,0.3328079368984502
480,1.6,0.6,20,3,2,3,4,6,10,12,15,60,0,0,0.3327181324593546
670,2.1,2.4000000000000004,40,4,2,3,5,6,10,12,15,60,0,0,0.3324084769174151
610,2.0,1.8000000000000005,30,3,2,3,4,6,10,12,15,60,0,0,0.3323347480192144
500,1.5000000000000002,1.2000000000000002,70,3,2,3,4,6,10,12,15,60,0,0,0.3322348715536012
610,2.5000000000000004,1.4,90,4,2,3,5,7,10,12,15,60,0,0,0.3320916786089015
510,1.6,2.6,30,5,2,3,4,5,10,12,15,60,0,0,0.3318378227540191
480,1.3000000000000005,0.2,20,5,2,3,4,7,10,12,15,60,0,0,0.3318317693117798
850,0.8,1.1,60,5,2,3,5,8,10,12,15,60,0,0,0.3315708861461024
380,2.4000000000000004,0.6,30,5,2,3,5,7,10,12,15,60,0,0,0.3314304971479119
840,2.2,2.4000000000000004,50,2,2,3,5,7,10,12,15,60,0,0,0.331305729350789
940,2.2,1.7000000000000002,30,5,2,3,4,5,10,12,15,60,0,0,0.3313006195133313
860,0.2,1.6,90,5,2,3,4,8,10,12,15,60,0,0,0.3310701251583697
580,0.8,0.4,70,4,2,3,4,5,10,12,15,60,0,0,0.3308162670953817
710,1.4,1.7000000000000002,40,3,2,3,5,8,10,12,15,60,0,0,0.3305832274390319
570,1.5000000000000002,0.5,40,4,2,3,5,7,10,12,15,60,0,0,0.3305737295695484
600,2.0,1.6,30,3,2,3,4,6,10,12,15,60,0,0,0.3300028957950503
630,1.6,0.6,50,3,2,3,4,6,10,12,15,60,0,0,0.3298457158164026
720,0.4,1.7000000000000002,70,5,2,3,4,5,10,12,15,60,0,0,0.3297006855281539
710,2.1,0.7000000000000001,50,3,2,3,5,7,10,12,15,60,0,0,0.3294279614911546
480,2.1,1.6,50,4,2,3,5,6,10,12,15,60,0,0,0.3294255197175669
930,1.4,2.3000000000000003,30,2,2,3,4,8,10,12,15,60,0,0,0.3292757179146854
890,0.4,0.3,30,4,2,3,5,6,10,12,15,60,0,0,0.3286881214730763
670,1.6,0.5,40,5,2,3,4,6,10,12,15,60,0,0,0.328504681160153
780,1.1,1.8000000000000005,50,2,2,3,4,6,10,12,15,60,0,0,0.3281038818637822
730,0.6,0.9,40,3,2,3,4,6,10,12,15,60,0,0,0.3280194536459147
590,2.7,2.0,30,3,2,3,4,6,10,12,15,60,0,0,0.3277578179677511
720,0.3,1.1,80,2,2,3,4,7,10,12,15,60,0,0,0.3276231599090655
980,2.2,2.3000000000000003,10,4,2,3,4,8,10,12,15,60,0,0,0.3272672141129505
520,1.7000000000000002,0.5,80,5,2,3,5,8,10,12,15,60,0,0,0.3272287638207884
960,0.2,2.2,40,2,2,3,5,8,10,12,15,60,0,0,0.3271623749957039
610,2.1,1.7000000000000002,30,3,2,3,4,6,10,12,15,60,0,0,0.3271531680199954
850,0.2,1.6,90,5,2,3,4,8,10,12,15,60,0,0,0.3270682939842177
340,0.1,1.2000000000000002,60,3,2,3,5,7,10,12,15,60,0,0,0.3269848525048185
440,0.6,1.4,70,5,2,3,4,8,10,12,15,60,0,0,0.3267515679783825
620,0.8,0.8,60,3,2,3,5,8,10,12,15,60,0,0,0.3262329698895305
850,2.5000000000000004,1.4,70,4,2,3,5,8,10,12,15,60,0,0,0.326000540663692
710,2.9000000000000004,2.8000000000000003,50,4,2,3,4,5,10,12,15,60,0,0,0.3249621984991352
620,1.4,1.9,30,3,2,3,4,6,10,12,15,60,0,0,0.3249354271727971
550,1.6,0.4,40,3,2,3,4,6,10,12,15,60,0,0,0.3249120596605868
470,1.1,0.4,40,5,2,3,5,8,10,12,15,60,0,0,0.3242182851225997
720,0.5,1.4,90,3,2,3,4,7,10,12,15,60,0,0,0.3241637815648309
870,0.3,1.5000000000000002,90,5,2,3,4,8,10,12,15,60,0,0,0.3239082682085973
860,1.8000000000000005,0.3,10,4,2,3,5,8,10,12,15,60,0,0,0.323870255360387
580,1.1,2.8000000000000003,20,5,2,3,4,5,10,12,15,60,0,0,0.3238290545592979
520,2.4000000000000004,0.3,40,3,2,3,5,8,10,12,15,60,0,0,0.32363774248705
540,2.3000000000000003,0.8,10,5,2,3,4,7,10,12,15,60,0,0,0.323510734732368
610,1.0,0.1,70,3,2,3,5,8,10,12,15,60,0,0,0.3234672784800249
650,0.8,1.1,40,2,2,3,4,6,10,12,15,60,0,0,0.3233435774852043
590,0.4,1.6,60,5,2,3,4,8,10,12,15,60,0,0,0.323182173019957
770,2.3000000000000003,2.0,40,4,2,3,4,6,10,12,15,60,0,0,0.3230825785710018
790,2.4000000000000004,1.6,20,2,2,3,4,7,10,12,15,60,0,0,0.3229738242437654
390,2.1,1.4,70,4,2,3,4,8,10,12,15,60,0,0,0.3226681966618384
370,2.4000000000000004,1.6,70,4,2,3,4,8,10,12,15,60,0,0,0.3225102898371912
810,2.4000000000000004,1.6,10,5,2,3,4,8,10,12,15,60,0,0,0.3221287272680689
440,1.9,2.5000000000000004,30,3,2,3,5,6,10,12,15,60,0,0,0.3220939062202924
920,1.9,2.5000000000000004,20,4,2,3,4,6,10,12,15,60,0,0,0.3219307286067101
490,2.9000000000000004,2.1,70,2,2,3,5,8,10,12,15,60,0,0,0.3218388659877756
630,1.6,0.5,50,3,2,3,4,6,10,12,15,60,0,0,0.3218381192636028
830,0.6,1.0,50,4,2,3,4,7,10,12,15,60,0,0,0.3218372114832914
200,0.7000000000000001,0.3,60,2,2,3,4,8,10,12,15,60,0,0,0.3216871174767988
910,2.3000000000000003,2.1,20,3,2,3,5,8,10,12,15,60,0,0,0.3215615208905382
770,1.6,1.5000000000000002,90,4,2,3,4,7,10,12,15,60,0,0,0.3213446152652834
800,0.2,0.9,40,4,2,3,4,7,10,12,15,60,0,0,0.3212623143461063
500,1.8000000000000005,2.2,60,5,2,3,4,7,10,12,15,60,0,0,0.320908279405141
150,2.5000000000000004,0.3,90,2,2,3,4,6,10,12,15,60,0,0,0.3208289404532029
850,2.2,1.5000000000000002,80,4,2,3,5,8,10,12,15,60,0,0,0.3207943048739295
780,1.4,1.3000000000000005,40,2,2,3,4,6,10,12,15,60,0,0,0.3205885939978444
770,1.4,0.8,50,3,2,3,4,6,10,12,15,60,0,0,0.3205308395137584
620,1.5000000000000002,1.7000000000000002,50,3,2,3,4,6,10,12,15,60,0,0,0.3201767793153356
800,0.4,0.4,90,3,2,3,4,7,10,12,15,60,0,0,0.3201032487454139
950,2.5000000000000004,2.7,40,5,2,3,5,7,10,12,15,60,0,0,0.319479689269701
770,0.6,0.1,50,3,2,3,4,5,10,12,15,60,0,0,0.3194651080705773
420,2.3000000000000003,2.1,70,5,2,3,4,7,10,12,15,60,0,0,0.3189539945875841
400,2.1,1.9,70,5,2,3,4,7,10,12,15,60,0,0,0.3186597624936993
650,1.0,0.7000000000000001,80,5,2,3,4,5,10,12,15,60,0,0,0.3186378098272532
420,1.7000000000000002,2.6,30,5,2,3,4,5,10,12,15,60,0,0,0.3184801135122787
750,2.0,0.7000000000000001,20,2,2,3,4,5,10,12,15,60,0,0,0.3183092374622029
580,2.7,1.1,30,3,2,3,5,7,10,12,15,60,0,0,0.3181963242038471
580,0.9,1.4,30,3,2,3,4,6,10,12,15,60,0,0,0.3176567373543768
770,0.8,2.5000000000000004,70,4,2,3,5,7,10,12,15,60,0,0,0.3174607357855201
620,1.3000000000000005,2.5000000000000004,50,4,2,3,4,6,10,12,15,60,0,0,0.3173490807960704
610,2.1,1.9,60,4,2,3,4,8,10,12,15,60,0,0,0.3173084138917415
720,1.6,0.8,50,5,2,3,5,8,10,12,15,60,0,0,0.3172256512061962
830,2.6,1.8000000000000005,20,3,2,3,4,6,10,12,15,60,0,0,0.3171952191287204
460,1.8000000000000005,2.7,40,5,2,3,4,5,10,12,15,60,0,0,0.3171741280561267
120,2.2,0.9,60,5,2,3,5,8,10,12,15,60,0,0,0.3171431329768691
510,1.2000000000000002,1.2000000000000002,40,4,2,3,4,8,10,12,15,60,0,0,0.3167766162898895
630,0.4,1.7000000000000002,70,5,2,3,4,8,10,12,15,60,0,0,0.3166458736774868
380,2.6,1.5000000000000002,70,4,2,3,4,8,10,12,15,60,0,0,0.3159255766569379
480,0.9,2.0,70,3,2,3,5,7,10,12,15,60,0,0,0.315686331677323
730,2.8000000000000003,2.2,90,2,2,3,4,7,10,12,15,60,0,0,0.3155925596711129
580,1.8000000000000005,1.1,50,3,2,3,4,6,10,12,15,60,0,0,0.3154940585979526
740,2.2,2.6,90,2,2,3,5,8,10,12,15,60,0,0,0.3154091838254889
590,0.6,0.6,30,3,2,3,5,8,10,12,15,60,0,0,0.3146660319327864
490,0.1,1.3000000000000005,60,2,2,3,4,6,10,12,15,60,0,0,0.3145298730705537
500,1.7000000000000002,0.2,50,3,2,3,5,8,10,12,15,60,0,0,0.3144103061018784
690,1.2000000000000002,2.6,30,2,2,3,4,8,10,12,15,60,0,0,0.3139521329887041
550,0.6,0.1,60,4,2,3,4,5,10,12,15,60,0,0,0.3139488222987981
410,1.9,0.1,50,5,2,3,4,7,10,12,15,60,0,0,0.3138503001007516
420,2.7,1.4,60,4,2,3,4,8,10,12,15,60,0,0,0.3136986059074253
720,2.4000000000000004,1.5000000000000002,70,2,2,3,5,7,10,12,15,60,0,0,0.3136667517501125
940,0.8,2.5000000000000004,50,4,2,3,4,7,10,12,15,60,0,0,0.3136007368682527
910,0.7000000000000001,0.7000000000000001,20,3,2,3,5,8,10,12,15,60,0,0,0.3134980678081169
400,2.9000000000000004,0.9,40,5,2,3,4,8,10,12,15,60,0,0,0.3134901042702876
510,2.4000000000000004,1.9,20,3,2,3,4,7,10,12,15,60,0,0,0.3129824802468226
510,1.1,1.2000000000000002,40,4,2,3,4,8,10,12,15,60,0,0,0.3129648719882032
430,0.5,1.3000000000000005,70,5,2,3,4,8,10,12,15,60,0,0,0.3126985585590167
680,0.5,1.6,60,2,2,3,4,8,10,12,15,60,0,0,0.3125002043900357
520,1.0,2.3000000000000003,60,5,2,3,4,8,10,12,15,60,0,0,0.3119626699758728
160,2.4000000000000004,1.4,70,5,2,3,4,8,10,12,15,60,0,0,0.3114228191746947
670,2.4000000000000004,2.4000000000000004,20,5,2,3,5,6,10,12,15,60,0,0,0.3112704659170366
750,0.6,0.1,50,4,2,3,5,8,10,12,15,60,0,0,0.3110869914742191
530,1.9,2.5000000000000004,30,5,2,3,4,5,10,12,15,60,0,0,0.3110438090577961
700,0.5,1.1,60,2,2,3,4,8,10,12,15,60,0,0,0.3105071315214116
430,2.0,0.2,50,5,2,3,4,7,10,12,15,60,0,0,0.3104502028321471
940,2.2,1.9,30,5,2,3,4,5,10,12,15,60,0,0,0.3101192210162548
770,1.8000000000000005,2.1,80,3,2,3,5,6,10,12,15,60,0,0,0.3099992537618762
990,2.1,1.0,10,3,2,3,5,8,10,12,15,60,0,0,0.3097830095492725
460,1.4,2.0,40,4,2,3,4,8,10,12,15,60,0,0,0.3097443068061757
790,0.6,1.0,60,2,2,3,4,8,10,12,15,60,0,0,0.3094656631290966
680,1.5000000000000002,2.4000000000000004,30,3,2,3,5,8,10,12,15,60,0,0,0.3093130920167909
620,1.6,0.9,90,3,2,3,4,7,10,12,15,60,0,0,0.3091055783628348
690,0.9,0.4,80,2,2,3,4,6,10,12,15,60,0,0,0.3089733575520192
830,2.0,0.6,30,2,2,3,4,6,10,12,15,60,0,0,0.3087090661213078
520,1.5000000000000002,1.6,40,4,2,3,4,8,10,12,15,60,0,0,0.3085156405053509
830,1.2000000000000002,1.4,80,3,2,3,4,7,10,12,15,60,0,0,0.3082589172357018
760,1.0,1.8000000000000005,40,2,2,3,5,7,10,12,15,60,0,0,0.3082562779585605
600,1.7000000000000002,1.6,50,2,2,3,4,6,10,12,15,60,0,0,0.3082167921033132
860,2.3000000000000003,2.5000000000000004,40,4,2,3,4,7,10,12,15,60,0,0,0.3082040917978003
920,0.9,0.7000000000000001,50,5,2,3,5,8,10,12,15,60,0,0,0.308185671010113
640,1.9,0.3,20,3,2,3,4,6,10,12,15,60,0,0,0.3079891563937449
570,0.7000000000000001,0.2,90,4,2,3,5,6,10,12,15,60,0,0,0.307975552697509
240,2.4000000000000004,0.2,30,5,2,3,5,6,10,12,15,60,0,0,0.307967994666833
920,1.9,2.7,10,4,2,3,4,6,10,12,15,60,0,0,0.3077646925101998
830,0.4,2.3000000000000003,80,4,2,3,5,7,10,12,15,60,0,0,0.307669578662414
990,2.1,2.7,30,4,2,3,4,6,10,12,15,60,0,0,0.3072949616921752
860,1.6,0.4,20,3,2,3,4,8,10,12,15,60,0,0,0.3072038763579661
720,1.8000000000000005,0.7000000000000001,90,3,2,3,4,7,10,12,15,60,0,0,0.3071930789882577
800,0.4,1.0,90,5,2,3,4,8,10,12,15,60,0,0,0.3066319613140685
830,2.0,1.5000000000000002,70,4,2,3,5,8,10,12,15,60,0,0,0.3061370316707107
980,2.1,2.0,10,2,2,3,4,5,10,12,15,60,0,0,0.3059386145504277
680,2.0,0.1,40,3,2,3,5,7,10,12,15,60,0,0,0.3059363912745177
870,2.5000000000000004,1.3000000000000005,70,4,2,3,5,8,10,12,15,60,0,0,0.3056666043118734
630,2.3000000000000003,1.4,90,4,2,3,5,7,10,12,15,60,0,0,0.3055300542224798
970,0.2,0.8,70,2,2,3,4,6,10,12,15,60,0,0,0.3054430758160811
840,0.6,2.4000000000000004,90,4,2,3,4,5,10,12,15,60,0,0,0.3051892399751529
820,0.5,0.6,80,4,2,3,5,6,10,12,15,60,0,0,0.3050267064042276
840,0.7000000000000001,1.5000000000000002,40,4,2,3,4,8,10,12,15,60,0,0,0.3049851375812948
440,2.4000000000000004,1.9,70,4,2,3,4,8,10,12,15,60,0,0,0.3049466145447638
980,1.0,2.6,20,2,2,3,4,7,10,12,15,60,0,0,0.3048007625716116
810,1.6,1.6,80,5,2,3,4,7,10,12,15,60,0,0,0.3047213302875126
510,0.7000000000000001,1.6,70,5,2,3,4,8,10,12,15,60,0,0,0.3043942646117745
740,1.6,1.6,20,2,2,3,4,7,10,12,15,60,0,0,0.3042379517999262
730,2.6,1.0,90,4,2,3,5,8,10,12,15,60,0,0,0.3042165360956961
440,2.1,1.4,70,4,2,3,4,8,10,12,15,60,0,0,0.3039169109962158
700,0.5,1.4,60,2,2,3,4,8,10,12,15,60,0,0,0.3038621631503595
730,0.5,1.2000000000000002,60,2,2,3,4,8,10,12,15,60,0,0,0.3037927781982898
560,1.6,2.0,30,4,2,3,4,8,10,12,15,60,0,0,0.3037022499373795
590,1.4,1.4,50,3,2,3,4,6,10,12,15,60,0,0,0.3032811436911499
410,1.9,2.5000000000000004,30,5,2,3,4,5,10,12,15,60,0,0,0.3031329917475122
190,0.3,1.2000000000000002,10,5,2,3,4,7,10,12,15,60,0,0,0.3031017811999313
740,2.0,2.2,40,4,2,3,5,7,10,12,15,60,0,0,0.3028213127762822
550,1.5000000000000002,1.6,50,3,2,3,4,6,10,12,15,60,0,0,0.3026331552560715
690,2.6,2.4000000000000004,10,2,2,3,4,6,10,12,15,60,0,0,0.3024907384895353
680,1.5000000000000002,2.9000000000000004,30,4,2,3,5,6,10,12,15,60,0,0,0.3024321135274234
550,0.7000000000000001,0.3,90,4,2,3,5,6,10,12,15,60,0,0,0.3024029386355911
520,0.7000000000000001,2.3000000000000003,60,5,2,3,4,8,10,12,15,60,0,0,0.3022001400416422
500,1.2000000000000002,1.8000000000000005,20,5,2,3,5,7,10,12,15,60,0,0,0.3020339746202836
150,2.3000000000000003,0.2,90,2,2,3,4,6,10,12,15,60,0,0,0.3020027085890695
730,2.0,2.3000000000000003,40,4,2,3,5,7,10,12,15,60,0,0,0.3019291318527075
520,1.8000000000000005,2.4000000000000004,40,2,2,3,5,8,10,12,15,60,0,0,0.301844634857484
430,2.4000000000000004,2.1,50,3,2,3,5,7,10,12,15,60,0,0,0.3017607792433261
860,2.0,2.9000000000000004,50,5,2,3,5,8,10,12,15,60,0,0,0.3013529156855192
590,1.3000000000000005,0.8,90,3,2,3,4,7,10,12,15,60,0,0,0.3013098838123728
720,2.0,1.5000000000000002,70,2,2,3,5,8,10,12,15,60,0,0,0.3004765686078643
730,2.2,0.9,10,2,2,3,5,8,10,12,15,60,0,0,0.3004233240439324
470,2.6,1.9,70,4,2,3,4,8,10,12,15,60,0,0,0.3001479966719906
650,2.8000000000000003,1.8000000000000005,50,5,2,3,5,7,10,12,15,60,0,0,0.3001233291030589
500,2.9000000000000004,0.1,60,4,2,3,5,7,10,12,15,60,0,0,0.3001003171401545
740,1.9,1.0,50,3,2,3,5,7,10,12,15,60,0,0,0.299302088161206
610,2.1,1.8000000000000005,30,3,2,3,4,6,10,12,15,60,0,0,0.2991034081552495
970,2.2,2.5000000000000004,30,4,2,3,4,6,10,12,15,60,0,0,0.2990340560434769
650,0.4,0.3,80,5,2,3,4,5,10,12,15,60,0,0,0.298991635367085
510,2.6,1.1,50,3,2,3,5,6,10,12,15,60,0,0,0.2988527731792174
360,0.1,1.0,40,2,2,3,5,6,10,12,15,60,0,0,0.2982386394452854
990,1.1,1.6,20,2,2,3,4,7,10,12,15,60,0,0,0.2982143849337957
400,1.7000000000000002,1.0,70,3,2,3,4,5,10,12,15,60,0,0,0.2980893947868993
620,1.4,2.0,30,3,2,3,4,6,10,12,15,60,0,0,0.2980145148122498
810,2.1,0.3,50,2,2,3,4,5,10,12,15,60,0,0,0.2980116576652347
830,1.0,2.5000000000000004,30,2,2,3,4,8,10,12,15,60,0,0,0.2977412708144267
800,0.2,1.6,70,3,2,3,4,5,10,12,15,60,0,0,0.2976988849393404
420,1.6,1.3000000000000005,40,3,2,3,4,6,10,12,15,60,0,0,0.2968269223520386
680,2.0,0.6,90,3,2,3,4,7,10,12,15,60,0,0,0.2966648491188706
450,1.8000000000000005,2.6,40,5,2,3,4,5,10,12,15,60,0,0,0.2963421734587843
860,1.8000000000000005,2.3000000000000003,50,2,2,3,4,7,10,12,15,60,0,0,0.2954327316445384
860,1.7000000000000002,0.3,10,4,2,3,5,7,10,12,15,60,0,0,0.2953346942396809
540,1.6,1.2000000000000002,20,2,2,3,5,6,10,12,15,60,0,0,0.2950792081717993
520,2.7,0.6,20,4,2,3,4,6,10,12,15,60,0,0,0.2950592063181486
580,0.4,1.1,20,2,2,3,5,6,10,12,15,60,0,0,0.2949912007477992
650,1.8000000000000005,1.7000000000000002,30,3,2,3,4,6,10,12,15,60,0,0,0.2949411198702636
440,0.6,2.0,70,2,2,3,4,6,10,12,15,60,0,0,0.2949156647445763
620,0.7000000000000001,1.3000000000000005,10,2,2,3,5,6,10,12,15,60,0,0,0.2945873363392267
560,0.9,0.5,70,4,2,3,4,5,10,12,15,60,0,0,0.2945207239079511
880,1.9,2.9000000000000004,20,4,2,3,4,6,10,12,15,60,0,0,0.2944355958757253
540,2.5000000000000004,2.1,50,4,2,3,4,8,10,12,15,60,0,0,0.2943382038617788
760,2.3000000000000003,1.4,20,3,2,3,5,7,10,12,15,60,0,0,0.2941649193178304
790,1.1,0.2,50,5,2,3,5,8,10,12,15,60,0,0,0.2941295657684336
200,2.8000000000000003,0.5,90,5,2,3,4,7,10,12,15,60,0,0,0.2941289525399047
790,0.4,0.2,50,5,2,3,4,5,10,12,15,60,0,0,0.2940948535544699
890,1.2000000000000002,2.0,60,2,2,3,4,6,10,12,15,60,0,0,0.2940318010878106
470,2.0,1.4,70,4,2,3,4,8,10,12,15,60,0,0,0.2939234226788973
830,0.6,2.3000000000000003,60,3,2,3,4,7,10,12,15,60,0,0,0.2937357517557643
880,1.2000000000000002,2.7,40,4,2,3,4,5,10,12,15,60,0,0,0.293512586760435
600,0.5,0.3,80,5,2,3,4,5,10,12,15,60,0,0,0.2934193434801541
410,2.1,1.2000000000000002,70,4,2,3,4,8,10,12,15,60,0,0,0.2928766862039987
690,2.1,2.3000000000000003,40,4,2,3,5,7,10,12,15,60,0,0,0.2928529231427443
370,2.3000000000000003,1.2000000000000002,70,4,2,3,4,8,10,12,15,60,0,0,0.2927135044353259
660,1.0,0.8,80,3,2,3,4,5,10,12,15,60,0,0,0.2927031462825415
720,2.5000000000000004,1.5000000000000002,70,4,2,3,5,8,10,12,15,60,0,0,0.2922155248199586
540,2.7,0.6,90,4,2,3,5,8,10,12,15,60,0,0,0.2919560862423521
520,1.3000000000000005,0.7000000000000001,40,4,2,3,4,8,10,12,15,60,0,0,0.2919126237563379
420,0.6,1.3000000000000005,70,5,2,3,4,8,10,12,15,60,0,0,0.2918341712313448
530,1.5000000000000002,1.2000000000000002,50,3,2,3,4,6,10,12,15,60,0,0,0.2916612913157077
440,0.9,1.3000000000000005,40,4,2,3,4,5,10,12,15,60,0,0,0.2915751373320086
860,0.3,1.6,90,5,2,3,4,8,10,12,15,60,0,0,0.2910967811916407
500,2.6,0.1,20,4,2,3,5,6,10,12,15,60,0,0,0.2909339463096728
680,0.6,2.1,60,2,2,3,5,8,10,12,15,60,0,0,0.290619935364853
480,1.7000000000000002,1.4,70,4,2,3,4,8,10,12,15,60,0,0,0.2905356367314794
480,1.8000000000000005,2.5000000000000004,20,5,2,3,4,5,10,12,15,60,0,0,0.2903870607541008
540,0.1,2.5000000000000004,90,2,2,3,4,6,10,12,15,60,0,0,0.2899130235729674
610,1.9,1.2000000000000002,50,3,2,3,4,6,10,12,15,60,0,0,0.289795593589497
840,1.0,0.1,60,2,2,3,4,8,10,12,15,60,0,0,0.2896293562293421
500,1.8000000000000005,1.1,50,3,2,3,4,6,10,12,15,60,0,0,0.2894564893522545
550,0.2,2.4000000000000004,40,3,2,3,4,5,10,12,15,60,0,0,0.289371988980335
