tf,ub,lb,fast,aa,bb,cc,dd,ee,ff,gg,hh,multiplier,net_profit,drawdown,score
880,2.4000000000000004,0.4,30,3,2,3,5,7,10,12,15,60,0,0,2.64142384076144
770,0.9,0.8,70,4,2,3,4,8,10,12,15,60,0,0,2.6412808251384985
580,2.8000000000000003,0.8,80,4,2,3,4,7,10,12,15,60,0,0,2.6412557119726503
980,2.9000000000000004,1.8000000000000005,50,3,2,3,4,8,10,12,15,60,0,0,2.640725480126639
890,2.6,0.1,90,5,2,3,4,6,10,12,15,60,0,0,2.6403318143248025
750,2.7,1.8000000000000005,70,3,2,3,4,6,10,12,15,60,0,0,2.6385446857994146
510,2.4000000000000004,2.0,60,4,2,3,4,8,10,12,15,60,0,0,2.638072993486152
840,2.2,1.0,80,5,2,3,4,7,10,12,15,60,0,0,2.6379257893953554
520,2.2,1.8000000000000005,60,4,2,3,4,8,10,12,15,60,0,0,2.637858246574714
820,2.6,0.3,30,3,2,3,4,6,10,12,15,60,0,0,2.637773195988327
520,0.1,2.4000000000000004,50,2,2,3,5,6,10,12,15,60,0,0,2.6362889045480675
940,2.2,0.4,20,4,2,3,4,7,10,12,15,60,0,0,2.6350589404263265
860,1.8000000000000005,0.2,60,3,2,3,5,6,10,12,15,60,0,0,2.6338174084119355
950,1.4,0.2,90,4,2,3,4,6,10,12,15,60,0,0,2.633691599243957
710,1.2000000000000002,0.1,70,4,2,3,4,8,10,12,15,60,0,0,2.6325440233668944
860,1.5000000000000002,0.7000000000000001,80,2,2,3,5,8,10,12,15,60,0,0,2.63145805699798
770,0.9,0.1,70,4,2,3,5,6,10,12,15,60,0,0,2.630716381496561
890,2.3000000000000003,0.9,40,4,2,3,4,6,10,12,15,60,0,0,2.630590180956567
550,2.2,1.5000000000000002,60,4,2,3,4,8,10,12,15,60,0,0,2.63016791239054
750,2.6,0.5,60,4,2,3,4,5,10,12,15,60,0,0,2.6301180414638905
590,2.1,1.7000000000000002,70,4,2,3,4,8,10,12,15,60,0,0,2.6291560257693067
750,2.5000000000000004,0.9,60,3,2,3,4,7,10,12,15,60,0,0,2.628040787335597
970,1.3000000000000005,0.3,90,5,2,3,5,6,10,12,15,60,0,0,2.627986084717786
990,2.8000000000000003,0.3,80,4,2,3,4,5,10,12,15,60,0,0,2.627341312647519
830,1.5000000000000002,1.2000000000000002,40,5,2,3,4,6,10,12,15,60,0,0,2.627325066990923
570,2.3000000000000003,1.9,60,4,2,3,4,8,10,12,15,60,0,0,2.6236812773211886
980,0.5,0.2,70,5,2,3,5,6,10,12,15,60,0,0,2.6232866759024884
530,2.5000000000000004,2.2,60,4,2,3,4,8,10,12,15,60,0,0,2.623017552246123
680,2.5000000000000004,0.9,70,5,2,3,5,6,10,12,15,60,0,0,2.6211124296592376
970,2.9000000000000004,1.6,50,3,2,3,4,6,10,12,15,60,0,0,2.6204884623027205
850,2.4000000000000004,0.9,60,3,2,3,5,8,10,12,15,60,0,0,2.6199286960645223
820,2.3000000000000003,1.7000000000000002,40,4,2,3,5,6,10,12,15,60,0,0,2.619608835705695
930,1.2000000000000002,0.1,50,3,2,3,5,8,10,12,15,60,0,0,2.618190609977891
540,2.5000000000000004,2.0,60,4,2,3,4,8,10,12,15,60,0,0,2.618074172451751
860,0.8,0.5,90,4,2,3,5,8,10,12,15,60,0,0,2.616909731127725
660,1.7000000000000002,1.9,70,3,2,3,5,6,10,12,15,60,0,0,2.6163553580212966
900,1.2000000000000002,0.4,60,3,2,3,4,6,10,12,15,60,0,0,2.615676319795774
510,2.4000000000000004,2.2,60,4,2,3,4,8,10,12,15,60,0,0,2.615272149153796
820,1.4,0.1,70,4,2,3,4,7,10,12,15,60,0,0,2.615112370933392
730,2.0,0.4,70,3,2,3,5,6,10,12,15,60,0,0,2.6149147240481807
510,2.6,2.3000000000000003,60,4,2,3,4,8,10,12,15,60,0,0,2.614645980467263
560,2.5000000000000004,1.4,60,4,2,3,5,6,10,12,15,60,0,0,2.6129126706252883
680,2.2,1.0,70,2,2,3,5,7,10,12,15,60,0,0,2.6128376938134137
790,1.1,0.3,70,2,2,3,4,7,10,12,15,60,0,0,2.6122156988471312
570,2.4000000000000004,1.9,60,4,2,3,4,8,10,12,15,60,0,0,2.6121226947827423
790,1.2000000000000002,0.1,70,4,2,3,5,8,10,12,15,60,0,0,2.6115139182059632
860,2.4000000000000004,1.1,40,3,2,3,4,6,10,12,15,60,0,0,2.6102882034658688
580,1.2000000000000002,0.3,80,4,2,3,4,5,10,12,15,60,0,0,2.6094493291774934
980,1.9,0.6,80,5,2,3,5,6,10,12,15,60,0,0,2.6090263444682567
810,2.9000000000000004,0.1,80,3,2,3,4,8,10,12,15,60,0,0,2.608968194449844
840,2.3000000000000003,0.9,50,3,2,3,4,6,10,12,15,60,0,0,2.6083094070669866
660,1.6,1.4,70,3,2,3,4,8,10,12,15,60,0,0,2.6079516348157803
540,2.8000000000000003,0.3,80,4,2,3,4,5,10,12,15,60,0,0,2.6076612882463244
970,2.6,0.7000000000000001,30,3,2,3,4,6,10,12,15,60,0,0,2.6061460176840114
600,2.4000000000000004,1.2000000000000002,60,4,2,3,5,6,10,12,15,60,0,0,2.6058152358220834
980,0.4,2.0,70,4,2,3,5,7,10,12,15,60,0,0,2.604376773839637
620,1.2000000000000002,2.4000000000000004,90,5,2,3,4,8,10,12,15,60,0,0,2.604316864260496
910,1.7000000000000002,0.8,10,3,2,3,5,7,10,12,15,60,0,0,2.603952149364189
920,1.1,0.1,60,3,2,3,5,8,10,12,15,60,0,0,2.603084484265429
660,2.3000000000000003,1.5000000000000002,60,2,2,3,5,7,10,12,15,60,0,0,2.6030803951369186
900,0.7000000000000001,0.1,60,3,2,3,5,8,10,12,15,60,0,0,2.60027032920724
870,2.1,0.1,40,5,2,3,4,7,10,12,15,60,0,0,2.599069659369398
790,1.4,0.2,70,4,2,3,4,7,10,12,15,60,0,0,2.5978149223956644
840,2.6,1.2000000000000002,30,3,2,3,4,6,10,12,15,60,0,0,2.5970716907632787
940,2.7,1.0,30,2,2,3,5,7,10,12,15,60,0,0,2.596349721177642
990,2.8000000000000003,1.4,50,2,2,3,4,8,10,12,15,60,0,0,2.5954544218085647
760,1.7000000000000002,0.6,60,3,2,3,4,6,10,12,15,60,0,0,2.595136213505526
890,1.8000000000000005,1.0,50,3,2,3,4,7,10,12,15,60,0,0,2.595033467013028
880,2.9000000000000004,2.9000000000000004,60,4,2,3,4,6,10,12,15,60,0,0,2.5930101499001643
770,1.3000000000000005,0.1,70,4,2,3,4,8,10,12,15,60,0,0,2.590915803631873
540,2.5000000000000004,1.8000000000000005,70,4,2,3,5,7,10,12,15,60,0,0,2.5895661596015107
740,1.2000000000000002,0.1,70,4,2,3,4,8,10,12,15,60,0,0,2.5887385966054
990,1.6,1.7000000000000002,80,4,2,3,5,7,10,12,15,60,0,0,2.5885438410707806
980,1.5000000000000002,2.0,60,4,2,3,5,6,10,12,15,60,0,0,2.58818374440736
860,1.9,0.3,60,5,2,3,4,6,10,12,15,60,0,0,2.58630868082648
800,1.6,0.2,80,5,2,3,4,6,10,12,15,60,0,0,2.58629871781386
830,0.8,0.9,60,2,2,3,5,6,10,12,15,60,0,0,2.585523930352044
950,2.5000000000000004,1.2000000000000002,30,2,2,3,5,6,10,12,15,60,0,0,2.584855875480365
720,2.8000000000000003,1.7000000000000002,30,4,2,3,4,5,10,12,15,60,0,0,2.5841046042602565
860,0.7000000000000001,0.4,60,3,2,3,5,8,10,12,15,60,0,0,2.583490397010604
530,2.2,1.7000000000000002,60,4,2,3,4,8,10,12,15,60,0,0,2.58331175830498
870,2.3000000000000003,0.8,40,2,2,3,4,6,10,12,15,60,0,0,2.5826863863752973
750,2.4000000000000004,0.2,70,3,2,3,4,7,10,12,15,60,0,0,2.58209263891084
780,1.6,0.3,70,4,2,3,4,7,10,12,15,60,0,0,2.5808868672238434
980,2.2,1.4,50,3,2,3,4,7,10,12,15,60,0,0,2.580105687208095
850,1.8000000000000005,0.8,70,4,2,3,5,6,10,12,15,60,0,0,2.579742129693788
860,2.3000000000000003,0.8,40,2,2,3,4,6,10,12,15,60,0,0,2.57969905873014
960,2.9000000000000004,1.0,40,3,2,3,4,7,10,12,15,60,0,0,2.579561950829902
810,2.7,1.0,30,3,2,3,4,6,10,12,15,60,0,0,2.5792816511286225
570,2.1,1.5000000000000002,60,4,2,3,4,8,10,12,15,60,0,0,2.578212840891017
710,1.5000000000000002,1.0,70,2,2,3,4,5,10,12,15,60,0,0,2.5779753304036284
940,1.6,1.2000000000000002,70,3,2,3,4,8,10,12,15,60,0,0,2.5749817784806392
960,2.8000000000000003,0.1,30,4,2,3,5,7,10,12,15,60,0,0,2.574767719754459
570,2.5000000000000004,2.2,60,4,2,3,4,8,10,12,15,60,0,0,2.574705474501338
500,2.6,1.5000000000000002,60,4,2,3,5,6,10,12,15,60,0,0,2.572655930073824
920,2.4000000000000004,0.4,30,2,2,3,4,6,10,12,15,60,0,0,2.5719132227380683
790,1.3000000000000005,0.2,70,4,2,3,4,8,10,12,15,60,0,0,2.571481927676903
560,2.4000000000000004,2.0,60,4,2,3,4,8,10,12,15,60,0,0,2.571245966505795
930,2.6,0.9,50,2,2,3,5,8,10,12,15,60,0,0,2.570730869351735
910,1.9,0.9,10,4,2,3,4,5,10,12,15,60,0,0,2.5700675896283944
780,2.6,0.9,70,4,2,3,5,6,10,12,15,60,0,0,2.5698584309580856
500,2.1,1.7000000000000002,60,4,2,3,4,8,10,12,15,60,0,0,2.5697080021554117
690,2.4000000000000004,0.9,70,4,2,3,4,8,10,12,15,60,0,0,2.5684338685451804
800,2.9000000000000004,0.7000000000000001,30,3,2,3,4,6,10,12,15,60,0,0,2.5679407256938878
740,1.5000000000000002,0.9,40,2,2,3,4,5,10,12,15,60,0,0,2.5673071695682146
570,2.9000000000000004,1.4,60,4,2,3,5,6,10,12,15,60,0,0,2.5673057988101093
550,2.3000000000000003,1.9,60,4,2,3,4,8,10,12,15,60,0,0,2.566095778299008
990,1.1,2.6,80,4,2,3,5,8,10,12,15,60,0,0,2.565722290268065
980,1.2000000000000002,2.3000000000000003,90,4,2,3,5,6,10,12,15,60,0,0,2.5654989778727364
910,2.9000000000000004,2.4000000000000004,80,3,2,3,4,5,10,12,15,60,0,0,2.5634186754044817
950,2.6,0.8,40,3,2,3,4,5,10,12,15,60,0,0,2.562761121203612
980,1.3000000000000005,0.9,30,2,2,3,4,6,10,12,15,60,0,0,2.5625099047194326
850,2.7,0.9,50,3,2,3,4,6,10,12,15,60,0,0,2.562053925262534
720,1.0,0.1,70,4,2,3,4,8,10,12,15,60,0,0,2.561984989102396
820,2.8000000000000003,1.5000000000000002,60,4,2,3,4,5,10,12,15,60,0,0,2.561097837486651
680,2.3000000000000003,1.2000000000000002,70,2,2,3,5,7,10,12,15,60,0,0,2.560691351810892
920,1.7000000000000002,0.6,80,3,2,3,5,6,10,12,15,60,0,0,2.5606169493234585
880,2.9000000000000004,0.9,50,3,2,3,4,6,10,12,15,60,0,0,2.5596678567150324
640,1.8000000000000005,1.7000000000000002,70,3,2,3,4,7,10,12,15,60,0,0,2.559661244582081
650,2.7,2.7,60,3,2,3,5,8,10,12,15,60,0,0,2.5579160672638905
810,1.1,0.5,90,5,2,3,4,8,10,12,15,60,0,0,2.557453073169253
510,2.5000000000000004,2.0,60,4,2,3,4,8,10,12,15,60,0,0,2.5568606155654745
880,2.6,0.8,80,5,2,3,4,5,10,12,15,60,0,0,2.556420038865825
900,2.6,0.4,50,3,2,3,5,8,10,12,15,60,0,0,2.5551374498051214
550,2.4000000000000004,2.0,60,4,2,3,4,8,10,12,15,60,0,0,2.5548915445177776
830,2.0,1.2000000000000002,50,3,2,3,4,6,10,12,15,60,0,0,2.553703570684408
460,1.8000000000000005,2.5000000000000004,30,5,2,3,4,5,10,12,15,60,0,0,2.549811597097245
780,0.5,0.3,90,5,2,3,4,6,10,12,15,60,0,0,2.5480957553258405
880,2.6,1.1,70,5,2,3,5,6,10,12,15,60,0,0,2.547849959260628
960,2.7,0.7000000000000001,60,4,2,3,4,6,10,12,15,60,0,0,2.547027883458651
970,2.7,1.3000000000000005,30,3,2,3,4,6,10,12,15,60,0,0,2.545488834305788
860,2.5000000000000004,1.0,40,3,2,3,4,7,10,12,15,60,0,0,2.5449483378814786
570,2.4000000000000004,2.2,60,4,2,3,4,8,10,12,15,60,0,0,2.544611092713996
920,2.3000000000000003,1.5000000000000002,40,3,2,3,4,8,10,12,15,60,0,0,2.5445704526911075
950,0.9,0.1,40,2,2,3,4,8,10,12,15,60,0,0,2.5439475648093848
510,2.3000000000000003,2.1,60,4,2,3,4,8,10,12,15,60,0,0,2.5437656907480752
880,0.4,0.3,90,3,2,3,4,7,10,12,15,60,0,0,2.5433058183569903
960,1.4,0.3,30,2,2,3,4,6,10,12,15,60,0,0,2.543149260725408
980,2.5000000000000004,1.2000000000000002,40,3,2,3,4,6,10,12,15,60,0,0,2.541664392486686
570,2.0,1.5000000000000002,60,4,2,3,4,8,10,12,15,60,0,0,2.54165430178674
530,2.5000000000000004,1.9,60,4,2,3,4,8,10,12,15,60,0,0,2.5415625965234465
540,2.6,2.0,60,4,2,3,4,8,10,12,15,60,0,0,2.540809678160477
910,2.1,1.3000000000000005,50,3,2,3,4,6,10,12,15,60,0,0,2.539493471189884
930,2.3000000000000003,2.4000000000000004,70,2,2,3,5,7,10,12,15,60,0,0,2.538700861037363
780,2.9000000000000004,0.5,50,4,2,3,4,5,10,12,15,60,0,0,2.53857957045682
830,2.6,1.4,30,3,2,3,4,6,10,12,15,60,0,0,2.5383701691138514
770,1.5000000000000002,0.4,70,4,2,3,4,6,10,12,15,60,0,0,2.53783410503577
950,1.5000000000000002,2.5000000000000004,90,2,2,3,4,6,10,12,15,60,0,0,2.537582639402588
490,1.7000000000000002,0.1,40,3,2,3,5,8,10,12,15,60,0,0,2.5371035559792303
920,1.9,0.9,80,4,2,3,5,6,10,12,15,60,0,0,2.5362837395088844
980,2.8000000000000003,0.3,80,4,2,3,4,5,10,12,15,60,0,0,2.535417692025092
740,2.4000000000000004,1.0,80,5,2,3,4,5,10,12,15,60,0,0,2.533963249171732
940,2.3000000000000003,1.6,80,3,2,3,4,5,10,12,15,60,0,0,2.533581664961412
590,2.6,1.7000000000000002,70,3,2,3,5,6,10,12,15,60,0,0,2.532794831465392
850,2.5000000000000004,2.3000000000000003,50,4,2,3,5,8,10,12,15,60,0,0,2.532546635293253
780,1.8000000000000005,0.1,50,3,2,3,5,8,10,12,15,60,0,0,2.532022555700161
910,1.8000000000000005,2.9000000000000004,90,5,2,3,4,6,10,12,15,60,0,0,2.531430166309032
800,1.4,0.5,80,2,2,3,4,6,10,12,15,60,0,0,2.531387894802056
750,2.0,0.4,70,3,2,3,5,6,10,12,15,60,0,0,2.5312485996169207
950,2.6,2.7,60,3,2,3,4,6,10,12,15,60,0,0,2.5308058891025347
640,2.5000000000000004,1.4,60,4,2,3,5,6,10,12,15,60,0,0,2.530390567414028
540,2.6,2.2,60,4,2,3,4,8,10,12,15,60,0,0,2.5303836288913493
880,0.9,0.3,80,5,2,3,4,6,10,12,15,60,0,0,2.5298843659201835
580,2.8000000000000003,1.2000000000000002,80,4,2,3,4,5,10,12,15,60,0,0,2.5296868119046727
520,2.4000000000000004,2.0,60,4,2,3,4,8,10,12,15,60,0,0,2.5294477092102814
900,1.5000000000000002,1.1,10,2,2,3,4,5,10,12,15,60,0,0,2.5288768994579374
850,1.6,1.1,40,3,2,3,5,6,10,12,15,60,0,0,2.528227196324715
590,1.8000000000000005,2.7,70,3,2,3,5,6,10,12,15,60,0,0,2.528146258046013
960,2.9000000000000004,2.7,60,4,2,3,4,8,10,12,15,60,0,0,2.5274457295600765
600,2.4000000000000004,0.2,50,5,2,3,4,8,10,12,15,60,0,0,2.527438694443217
960,2.8000000000000003,0.6,50,3,2,3,4,7,10,12,15,60,0,0,2.527105088217833
900,1.2000000000000002,0.1,80,4,2,3,4,6,10,12,15,60,0,0,2.5264478022893897
820,2.6,1.9,50,3,2,3,5,8,10,12,15,60,0,0,2.525787696230184
840,1.5000000000000002,1.1,50,3,2,3,5,6,10,12,15,60,0,0,2.525046003986244
540,2.5000000000000004,2.2,60,4,2,3,4,8,10,12,15,60,0,0,2.5248197800528605
890,2.3000000000000003,0.4,60,3,2,3,5,6,10,12,15,60,0,0,2.5239031548411357
550,2.6,2.1,60,4,2,3,4,8,10,12,15,60,0,0,2.523664269637346
800,1.8000000000000005,0.7000000000000001,70,5,2,3,4,7,10,12,15,60,0,0,2.5229362307920487
850,2.6,0.2,40,3,2,3,4,6,10,12,15,60,0,0,2.5227896466129613
940,1.1,1.5000000000000002,70,5,2,3,4,5,10,12,15,60,0,0,2.5223764593154354
950,1.9,1.4,80,4,2,3,5,8,10,12,15,60,0,0,2.5220407187617235
970,1.2000000000000002,0.9,60,3,2,3,4,7,10,12,15,60,0,0,2.521039412789479
950,0.6,2.4000000000000004,60,3,2,3,4,8,10,12,15,60,0,0,2.5204491791454675
740,1.3000000000000005,0.3,70,4,2,3,5,8,10,12,15,60,0,0,2.520299089516616
920,1.9,0.6,80,3,2,3,5,6,10,12,15,60,0,0,2.518735086122467
500,2.2,1.6,60,4,2,3,4,8,10,12,15,60,0,0,2.517720797526664
730,1.0,0.1,70,4,2,3,4,8,10,12,15,60,0,0,2.5176601042497886
940,2.6,0.1,90,2,2,3,5,7,10,12,15,60,0,0,2.517384300427889
950,0.9,0.1,40,3,2,3,4,5,10,12,15,60,0,0,2.5163963078880345
540,2.7,2.7,60,3,2,3,5,8,10,12,15,60,0,0,2.5163936761753574
690,2.9000000000000004,0.8,30,5,2,3,5,7,10,12,15,60,0,0,2.5148337867321
940,2.0,0.8,30,3,2,3,4,6,10,12,15,60,0,0,2.514640717863277
580,2.4000000000000004,1.6,70,4,2,3,4,8,10,12,15,60,0,0,2.5137591018721688
770,1.0,0.2,70,4,2,3,4,8,10,12,15,60,0,0,2.5134629744761026
920,2.1,0.6,80,3,2,3,5,6,10,12,15,60,0,0,2.5115799042076907
950,0.6,0.2,70,3,2,3,5,8,10,12,15,60,0,0,2.5115039320792656
890,0.3,0.3,80,5,2,3,5,8,10,12,15,60,0,0,2.511299873615923
510,2.4000000000000004,1.9,60,4,2,3,4,8,10,12,15,60,0,0,2.510540724319383
570,2.2,1.9,60,4,2,3,4,8,10,12,15,60,0,0,2.5085210486606324
710,2.3000000000000003,0.8,30,3,2,3,4,6,10,12,15,60,0,0,2.507808437152913
780,1.2000000000000002,0.2,70,4,2,3,4,6,10,12,15,60,0,0,2.507531202045578
500,2.5000000000000004,0.2,70,4,2,3,5,8,10,12,15,60,0,0,2.506652861749367
970,2.3000000000000003,1.0,40,3,2,3,5,7,10,12,15,60,0,0,2.50660164057962
560,2.4000000000000004,2.2,60,4,2,3,4,8,10,12,15,60,0,0,2.5059654008132197
590,2.2,1.7000000000000002,70,4,2,3,4,8,10,12,15,60,0,0,2.505768473938292
670,1.3000000000000005,0.1,90,5,2,3,5,6,10,12,15,60,0,0,2.505426069206546
580,2.8000000000000003,0.3,80,2,2,3,4,7,10,12,15,60,0,0,2.5043623951229224
970,2.7,2.3000000000000003,20,3,2,3,4,8,10,12,15,60,0,0,2.503495806673381
630,1.3000000000000005,1.7000000000000002,20,5,2,3,4,6,10,12,15,60,0,0,2.502025324565983
960,2.6,1.2000000000000002,60,4,2,3,4,6,10,12,15,60,0,0,2.5003404733077814
960,2.9000000000000004,1.6,50,3,2,3,4,6,10,12,15,60,0,0,2.499914482490513
520,2.5000000000000004,1.2000000000000002,60,4,2,3,5,6,10,12,15,60,0,0,2.498573075512458
850,2.3000000000000003,0.9,40,2,2,3,4,6,10,12,15,60,0,0,2.498304693323914
630,2.7,1.3000000000000005,70,4,2,3,5,6,10,12,15,60,0,0,2.4974081383716924
510,2.1,1.7000000000000002,60,4,2,3,4,8,10,12,15,60,0,0,2.495897631760919
910,0.9,0.2,60,3,2,3,5,8,10,12,15,60,0,0,2.495716773540072
850,1.7000000000000002,1.3000000000000005,90,5,2,3,5,8,10,12,15,60,0,0,2.4956425703682035
850,2.6,0.4,30,4,2,3,4,7,10,12,15,60,0,0,2.495334034339674
840,1.6,1.1,50,3,2,3,5,6,10,12,15,60,0,0,2.495098574886612
920,1.8000000000000005,2.4000000000000004,90,2,2,3,4,6,10,12,15,60,0,0,2.4948339374419914
520,2.3000000000000003,2.0,60,4,2,3,4,8,10,12,15,60,0,0,2.494643779243884
580,2.8000000000000003,2.2,80,4,2,3,4,5,10,12,15,60,0,0,2.4940724931866507
730,2.0,0.5,30,4,2,3,4,8,10,12,15,60,0,0,2.49399613882014
580,2.4000000000000004,0.9,70,5,2,3,5,6,10,12,15,60,0,0,2.4922623254638685
750,0.9,0.1,70,4,2,3,4,8,10,12,15,60,0,0,2.4921176711973843
840,2.6,0.7000000000000001,80,3,2,3,5,6,10,12,15,60,0,0,2.491705126064191
690,2.3000000000000003,1.1,70,2,2,3,5,7,10,12,15,60,0,0,2.491671392246588
550,2.6,2.3000000000000003,60,4,2,3,4,8,10,12,15,60,0,0,2.4916232383938923
680,2.4000000000000004,0.1,50,3,2,3,4,6,10,12,15,60,0,0,2.4890031396540766
810,0.8,0.6,70,2,2,3,4,5,10,12,15,60,0,0,2.48851514661241
950,1.5000000000000002,1.4,70,3,2,3,4,8,10,12,15,60,0,0,2.4881859485306044
990,1.1,2.4000000000000004,60,4,2,3,5,8,10,12,15,60,0,0,2.4881449118011765
980,2.6,0.7000000000000001,60,5,2,3,4,6,10,12,15,60,0,0,2.487941476176141
630,1.8000000000000005,1.6,30,4,2,3,4,5,10,12,15,60,0,0,2.4868629983155093
520,2.9000000000000004,1.4,60,4,2,3,5,6,10,12,15,60,0,0,2.486119644529965
980,0.3,2.0,70,4,2,3,5,7,10,12,15,60,0,0,2.4834204181151445
960,1.7000000000000002,2.9000000000000004,70,4,2,3,5,6,10,12,15,60,0,0,2.482097055624557
820,1.3000000000000005,0.7000000000000001,80,5,2,3,4,7,10,12,15,60,0,0,2.4809820209266555
790,0.8,0.2,30,4,2,3,4,7,10,12,15,60,0,0,2.479382996169067
710,1.2000000000000002,0.3,70,4,2,3,4,8,10,12,15,60,0,0,2.479220505800669
490,1.6,0.3,40,3,2,3,5,8,10,12,15,60,0,0,2.479018709462881
650,2.8000000000000003,0.3,80,4,2,3,4,5,10,12,15,60,0,0,2.4784952780019074
580,2.8000000000000003,2.8000000000000003,80,4,2,3,4,5,10,12,15,60,0,0,2.4778342222820138
960,1.2000000000000002,2.5000000000000004,50,3,2,3,5,6,10,12,15,60,0,0,2.476119311016939
740,1.3000000000000005,0.1,70,4,2,3,4,8,10,12,15,60,0,0,2.4730755853585484
990,2.6,0.4,50,3,2,3,4,6,10,12,15,60,0,0,2.4729080959670378
790,1.2000000000000002,0.1,70,4,2,3,4,8,10,12,15,60,0,0,2.4726386111332608
580,2.8000000000000003,0.8,80,4,2,3,4,5,10,12,15,60,0,0,2.472224023235478
620,1.9,0.3,50,3,2,3,5,8,10,12,15,60,0,0,2.470643465329221
650,2.6,1.3000000000000005,60,2,2,3,5,7,10,12,15,60,0,0,2.468925415586739
940,1.2000000000000002,0.2,50,3,2,3,5,8,10,12,15,60,0,0,2.468205762135152
730,1.3000000000000005,0.3,70,4,2,3,4,6,10,12,15,60,0,0,2.466544293594064
870,2.8000000000000003,1.2000000000000002,30,3,2,3,4,6,10,12,15,60,0,0,2.4663145569317115
980,1.4,2.7,80,2,2,3,4,5,10,12,15,60,0,0,2.4635405934138306
860,2.0,1.0,50,4,2,3,5,6,10,12,15,60,0,0,2.4625020748955766
750,0.8,0.2,70,4,2,3,4,8,10,12,15,60,0,0,2.4623300843274074
540,2.6,2.1,60,4,2,3,4,8,10,12,15,60,0,0,2.461979023298843
520,2.6,2.3000000000000003,60,4,2,3,4,8,10,12,15,60,0,0,2.459982399180219
540,2.5000000000000004,2.1,60,4,2,3,4,8,10,12,15,60,0,0,2.4595566028859217
550,2.4000000000000004,1.9,70,5,2,3,4,7,10,12,15,60,0,0,2.457751240478077
530,2.7,2.0,60,4,2,3,4,8,10,12,15,60,0,0,2.4573021970904976
770,1.6,0.9,80,5,2,3,4,7,10,12,15,60,0,0,2.457003919682321
900,2.7,1.9,50,3,2,3,4,6,10,12,15,60,0,0,2.4568475660185283
850,1.2000000000000002,0.6,90,4,2,3,4,6,10,12,15,60,0,0,2.45649178854508
920,0.9,0.1,60,3,2,3,5,8,10,12,15,60,0,0,2.4557760420332686
950,1.8000000000000005,0.9,30,2,2,3,4,6,10,12,15,60,0,0,2.4557663361301785
540,2.7,2.2,60,4,2,3,4,8,10,12,15,60,0,0,2.455596519884809
990,2.9000000000000004,1.7000000000000002,80,4,2,3,4,5,10,12,15,60,0,0,2.454217620752562
550,2.2,1.8000000000000005,60,4,2,3,4,8,10,12,15,60,0,0,2.4541677033994094
710,0.7000000000000001,0.3,70,4,2,3,5,6,10,12,15,60,0,0,2.453383275993152
700,1.1,0.5,70,4,2,3,5,8,10,12,15,60,0,0,2.453269494093661
710,1.1,0.1,70,4,2,3,4,8,10,12,15,60,0,0,2.45297407642085
930,2.1,0.4,60,5,2,3,5,8,10,12,15,60,0,0,2.451228931594243
710,1.7000000000000002,0.1,70,5,2,3,4,7,10,12,15,60,0,0,2.4507990878479142
920,2.3000000000000003,1.5000000000000002,40,3,2,3,4,6,10,12,15,60,0,0,2.450259749001799
500,2.5000000000000004,2.1,60,4,2,3,4,8,10,12,15,60,0,0,2.450146108131824
830,2.9000000000000004,0.8,30,5,2,3,5,7,10,12,15,60,0,0,2.449287112580848
950,1.4,1.4,70,3,2,3,4,8,10,12,15,60,0,0,2.4489003603332744
800,2.0,0.5,80,2,2,3,5,6,10,12,15,60,0,0,2.447721674169137
760,1.9,0.5,70,4,2,3,5,6,10,12,15,60,0,0,2.447163690681942
800,2.2,1.1,60,4,2,3,4,7,10,12,15,60,0,0,2.4468253013675905
840,1.3000000000000005,1.8000000000000005,80,5,2,3,4,5,10,12,15,60,0,0,2.446196939548079
840,0.2,1.0,30,2,2,3,5,7,10,12,15,60,0,0,2.446124606260648
920,2.4000000000000004,0.9,30,3,2,3,4,7,10,12,15,60,0,0,2.4449254585306117
560,2.3000000000000003,2.2,60,4,2,3,4,8,10,12,15,60,0,0,2.444256174075033
800,1.6,0.2,80,5,2,3,5,6,10,12,15,60,0,0,2.442873954862766
870,2.5000000000000004,0.9,40,2,2,3,4,6,10,12,15,60,0,0,2.442297699663966
950,0.9,1.5000000000000002,70,2,2,3,5,6,10,12,15,60,0,0,2.4420244970015395
960,2.4000000000000004,1.0,40,3,2,3,4,6,10,12,15,60,0,0,2.441769579466157
810,0.3,0.1,80,2,2,3,5,8,10,12,15,60,0,0,2.44126045904934
950,2.9000000000000004,0.8,30,2,2,3,4,6,10,12,15,60,0,0,2.439009503239719
580,2.8000000000000003,2.1,80,4,2,3,4,5,10,12,15,60,0,0,2.4387959040175704
580,2.4000000000000004,1.7000000000000002,90,4,2,3,5,7,10,12,15,60,0,0,2.4382158165211307
930,2.2,0.3,30,2,2,3,4,6,10,12,15,60,0,0,2.437082278617798
920,2.6,1.5000000000000002,50,3,2,3,4,6,10,12,15,60,0,0,2.436444012098724
910,1.1,0.2,60,3,2,3,5,8,10,12,15,60,0,0,2.436234600905889
850,2.4000000000000004,0.7000000000000001,40,3,2,3,4,6,10,12,15,60,0,0,2.4352782675179148
550,2.4000000000000004,1.7000000000000002,60,4,2,3,4,8,10,12,15,60,0,0,2.433563484344982
510,2.5000000000000004,1.9,60,4,2,3,4,8,10,12,15,60,0,0,2.430542518891646
840,2.6,1.8000000000000005,30,3,2,3,4,7,10,12,15,60,0,0,2.430493813869332
